time,value_hPa
2025-10-12 07:50:00,1018.22
2025-10-12 08:00:00,1018.242
2025-10-12 08:10:00,1018.3119999999999
2025-10-12 08:20:00,1018.359
2025-10-12 08:30:00,1018.369
2025-10-12 08:40:00,1018.3890000000001
2025-10-12 08:50:00,1018.4310000000003
2025-10-12 09:00:00,1018.49
2025-10-12 09:10:00,1018.574
2025-10-12 09:20:00,1018.6109999999999
2025-10-12 09:30:00,1018.641
2025-10-12 09:40:00,1018.5829999999999
2025-10-12 09:50:00,1018.4689999999998
2025-10-12 10:00:00,1018.4310000000002
2025-10-12 10:10:00,1018.406
2025-10-12 10:20:00,1018.3740000000001
2025-10-12 10:30:00,1018.3369999999999
2025-10-12 10:40:00,1018.2909999999999
2025-10-12 10:50:00,1018.1730000000001
2025-10-12 11:00:00,1018.016
2025-10-12 11:10:00,1017.869
2025-10-12 11:20:00,1017.7589999999998
2025-10-12 11:30:00,1017.6469999999999
2025-10-12 11:40:00,1017.5609999999999
2025-10-12 11:50:00,1017.5120000000001
2025-10-12 12:00:00,1017.4529999999999
2025-10-12 12:10:00,1017.3100000000001
2025-10-12 12:20:00,1017.2470000000001
2025-10-12 12:30:00,1017.1
2025-10-12 12:40:00,1016.9529999999999
2025-10-12 12:50:00,1016.823
2025-10-12 13:00:00,1016.7
2025-10-12 13:10:00,1016.6730000000001
2025-10-12 13:20:00,1016.6090000000002
2025-10-12 13:30:00,1016.5759999999998
2025-10-12 13:40:00,1016.482
2025-10-12 13:50:00,1016.4300000000003
2025-10-12 14:00:00,1016.521
2025-10-12 14:10:00,1016.5779999999999
2025-10-12 14:20:00,1016.595
2025-10-12 14:30:00,1016.5699999999999
2025-10-12 14:40:00,1016.4979999999999
2025-10-12 14:50:00,1016.4950000000001
2025-10-12 15:00:00,1016.4130000000001
2025-10-12 15:10:00,1016.2469999999997
2025-10-12 15:20:00,1016.2
2025-10-12 15:30:00,1016.1630000000001
2025-10-12 15:40:00,1016.2140000000002
2025-10-12 15:50:00,1016.2660000000002
2025-10-12 16:00:00,1016.2270000000001
2025-10-12 16:10:00,1016.165
2025-10-12 16:20:00,1016.1080000000002
2025-10-12 16:30:00,1016.0529999999999
2025-10-12 16:40:00,1016.0749999999998
2025-10-12 16:50:00,1016.0970000000001
2025-10-12 17:00:00,1016.1360000000001
2025-10-12 17:10:00,1016.289
2025-10-12 17:20:00,1016.3799999999999
2025-10-12 17:30:00,1016.363
2025-10-12 17:40:00,1016.3109999999999
2025-10-12 17:50:00,1016.392
2025-10-12 18:00:00,1016.533
2025-10-12 18:10:00,1016.634
2025-10-12 18:20:00,1016.847
2025-10-12 18:30:00,1017.048
2025-10-12 18:40:00,1017.1580000000001
2025-10-12 18:50:00,1017.2850000000001
2025-10-12 19:00:00,1017.3860000000001
2025-10-12 19:10:00,1017.467
2025-10-12 19:20:00,1017.5100000000002
2025-10-12 19:30:00,1017.5949999999999
2025-10-12 19:40:00,1017.6460000000003
2025-10-12 19:50:00,1017.6580000000001
2025-10-12 20:00:00,1017.7099999999998
2025-10-12 20:10:00,1017.722
2025-10-12 20:20:00,1017.7580000000002
2025-10-12 20:30:00,1017.7280000000001
2025-10-12 20:40:00,1017.702
2025-10-12 20:50:00,1017.8140000000001
2025-10-12 21:00:00,1017.9220000000003
2025-10-12 21:10:00,1018.0020000000002
2025-10-12 21:20:00,1018.067
2025-10-12 21:30:00,1018.1049999999998
2025-10-12 21:40:00,1018.05
2025-10-12 21:50:00,1017.9350000000001
2025-10-12 22:00:00,1017.7370000000001
2025-10-12 22:10:00,1017.6450000000001
2025-10-12 22:20:00,1017.6120000000001
2025-10-12 22:30:00,1017.5769999999999
2025-10-12 22:40:00,1017.5379999999999
2025-10-12 22:50:00,1017.4740000000002
2025-10-12 23:00:00,1017.372
2025-10-12 23:10:00,1017.25
2025-10-12 23:20:00,1017.1480000000001
2025-10-12 23:30:00,1017.098
2025-10-12 23:40:00,1017.039
2025-10-12 23:50:00,1016.9889999999999
2025-10-13 00:00:00,1016.973
2025-10-13 00:10:00,1016.993
2025-10-13 00:20:00,1016.8700000000001
2025-10-13 00:30:00,1016.8149999999999
2025-10-13 00:40:00,1016.7130000000001
2025-10-13 00:50:00,1016.609
2025-10-13 01:00:00,1016.5169999999998
2025-10-13 01:10:00,1016.3990000000001
2025-10-13 01:20:00,1016.3
2025-10-13 01:30:00,1016.2070000000001
2025-10-13 01:40:00,1016.1299999999999
2025-10-13 01:50:00,1016.0360000000001
2025-10-13 02:00:00,1015.972
2025-10-13 02:10:00,1015.958
2025-10-13 02:20:00,1016.0080000000002
2025-10-13 02:30:00,1016.0690000000001
2025-10-13 02:40:00,1016.1460000000001
2025-10-13 02:50:00,1016.243
2025-10-13 03:00:00,1016.293
2025-10-13 03:10:00,1016.3039999999999
2025-10-13 03:20:00,1016.3860000000001
2025-10-13 03:30:00,1016.3940000000002
2025-10-13 03:40:00,1016.432
2025-10-13 03:50:00,1016.5600000000001
2025-10-13 04:00:00,1016.7710000000001
2025-10-13 04:10:00,1016.9770000000001
2025-10-13 04:20:00,1017.057
2025-10-13 04:30:00,1017.079
2025-10-13 04:40:00,1017.0689999999998
2025-10-13 04:50:00,1017.135
2025-10-13 05:00:00,1017.2180000000001
2025-10-13 05:10:00,1017.2999999999998
2025-10-13 05:20:00,1017.366
2025-10-13 05:30:00,1017.46
2025-10-13 05:40:00,1017.507
2025-10-13 05:50:00,1017.6229999999999
2025-10-13 06:00:00,1017.7860000000001
2025-10-13 06:10:00,1017.917
2025-10-13 06:20:00,1018.0449999999998
2025-10-13 06:30:00,1018.0999999999998
2025-10-13 06:40:00,1018.1229999999999
2025-10-13 06:50:00,1018.216
2025-10-13 07:00:00,1018.333
2025-10-13 07:10:00,1018.39
2025-10-13 07:20:00,1018.3520000000001
2025-10-13 07:30:00,1018.359
2025-10-13 07:40:00,1018.375
2025-10-13 07:50:00,1018.4010000000002
2025-10-13 08:00:00,1018.4640000000002
2025-10-13 08:10:00,1018.4860000000001
2025-10-13 08:20:00,1018.5339999999999
2025-10-13 08:30:00,1018.5260000000001
2025-10-13 08:40:00,1018.4690000000003
2025-10-13 08:50:00,1018.4320000000001
2025-10-13 09:00:00,1018.4920000000002
2025-10-13 09:10:00,1018.4919999999998
2025-10-13 09:20:00,1018.501
2025-10-13 09:30:00,1018.4459999999999
2025-10-13 09:40:00,1018.356
2025-10-13 09:50:00,1018.2350000000002
2025-10-13 10:00:00,1018.2050000000002
2025-10-13 10:10:00,1018.122
2025-10-13 10:20:00,1018.095
2025-10-13 10:30:00,1018.057
2025-10-13 10:40:00,1017.874
2025-10-13 10:50:00,1017.8150000000002
2025-10-13 11:00:00,1017.7250000000001
2025-10-13 11:10:00,1017.6480000000001
2025-10-13 11:20:00,1017.5739999999998
2025-10-13 11:30:00,1017.5279999999999
2025-10-13 11:40:00,1017.451
2025-10-13 11:50:00,1017.307
2025-10-13 12:00:00,1017.2030000000001
2025-10-13 12:10:00,1017.115
2025-10-13 12:20:00,1016.984
2025-10-13 12:30:00,1016.9230000000001
2025-10-13 12:40:00,1016.8309999999999
2025-10-13 12:50:00,1016.628
2025-10-13 13:00:00,1016.4950000000001
2025-10-13 13:10:00,1016.3699999999999
2025-10-13 13:20:00,1016.22
2025-10-13 13:30:00,1016.0039999999999
2025-10-13 13:40:00,1015.765
2025-10-13 13:50:00,1015.6160000000002
2025-10-13 14:00:00,1015.4709999999999
2025-10-13 14:10:00,1015.3149999999999
2025-10-13 14:20:00,1015.2239999999999
2025-10-13 14:30:00,1015.1299999999999
2025-10-13 14:40:00,1015.1350000000002
2025-10-13 14:50:00,1015.0769999999999
2025-10-13 15:00:00,1015.0689999999998
2025-10-13 15:10:00,1015.055
2025-10-13 15:20:00,1015.1270000000001
2025-10-13 15:30:00,1015.3530000000001
2025-10-13 15:40:00,1015.5469999999998
2025-10-13 15:50:00,1015.517
2025-10-13 16:00:00,1015.503
2025-10-13 16:10:00,1015.609
2025-10-13 16:20:00,1015.7380000000003
2025-10-13 16:30:00,1015.7969999999999
2025-10-13 16:40:00,1015.8900000000001
2025-10-13 16:50:00,1016.0477777777778
2025-10-13 17:00:00,1016.143
2025-10-13 17:10:00,1016.2454545454547
2025-10-13 17:20:00,1016.325
2025-10-13 17:30:00,1016.338
2025-10-13 17:40:00,1016.301
2025-10-13 17:50:00,1016.265
2025-10-13 18:00:00,1016.2929999999999
2025-10-13 18:10:00,1016.3519999999999
2025-10-13 18:20:00,1016.494
