time,value_lux
2024-12-13 18:20:00,7.37
2024-12-13 18:30:00,7.37
2024-12-13 18:40:00,7.37
2024-12-13 18:50:00,7.37
2024-12-13 19:00:00,7.37
2024-12-13 19:10:00,7.37
2024-12-13 19:20:00,7.37
2024-12-13 19:30:00,7.37
2024-12-13 19:40:00,7.37
2024-12-13 19:50:00,7.37
2024-12-13 20:00:00,7.37
2024-12-13 20:10:00,7.37
2024-12-13 20:20:00,7.37
2024-12-13 20:30:00,7.37
2024-12-13 20:40:00,7.37
2024-12-13 20:50:00,7.37
2024-12-13 21:00:00,7.37
2024-12-13 21:10:00,7.37
2024-12-13 21:20:00,7.37
2024-12-13 21:30:00,7.37
2024-12-13 21:40:00,7.37
2024-12-13 21:50:00,7.37
2024-12-13 22:00:00,7.37
2024-12-13 22:10:00,7.37
2024-12-13 22:20:00,7.37
2024-12-13 22:30:00,7.37
2024-12-13 22:40:00,7.37
2024-12-13 22:50:00,7.37
2024-12-13 23:00:00,7.37
2024-12-13 23:10:00,7.37
2024-12-13 23:20:00,7.37
2024-12-13 23:30:00,7.37
2024-12-13 23:40:00,7.37
2024-12-13 23:50:00,7.37
2024-12-14 00:00:00,7.37
2024-12-14 00:10:00,7.37
2024-12-14 00:20:00,7.37
2024-12-14 00:30:00,7.37
2024-12-14 00:40:00,7.37
2024-12-14 00:50:00,7.37
2024-12-14 01:00:00,7.37
2024-12-14 01:10:00,7.37
2024-12-14 01:20:00,7.37
2024-12-14 01:30:00,7.37
2024-12-14 01:40:00,7.37
2024-12-14 01:50:00,7.37
2024-12-14 02:00:00,7.37
2024-12-14 02:10:00,7.37
2024-12-14 02:20:00,7.37
2024-12-14 02:30:00,7.37
2024-12-14 02:40:00,7.37
2024-12-14 02:50:00,7.37
2024-12-14 03:00:00,7.37
2024-12-14 03:10:00,7.37
2024-12-14 03:20:00,7.37
2024-12-14 03:30:00,7.37
2024-12-14 03:40:00,7.37
2024-12-14 03:50:00,7.37
2024-12-14 04:00:00,7.37
2024-12-14 04:10:00,7.37
2024-12-14 04:20:00,7.37
2024-12-14 04:30:00,7.37
2024-12-14 04:40:00,7.37
2024-12-14 04:50:00,7.37
2024-12-14 05:00:00,7.37
2024-12-14 05:10:00,7.37
2024-12-14 05:20:00,7.7811111111111115
2024-12-14 05:30:00,11.798000000000002
2024-12-14 05:40:00,51.24000000000001
2024-12-14 05:50:00,206.808
2024-12-14 06:00:00,470.017
2024-12-14 06:10:00,746.6809999999999
2024-12-14 06:20:00,988.8770000000001
2024-12-14 06:30:00,1174.1170000000002
2024-12-14 06:40:00,1515.479
2024-12-14 06:50:00,3900.582
2024-12-14 07:00:00,7400.037777777778
2024-12-14 07:10:00,7978.660000000001
2024-12-14 07:20:00,9255.628999999999
2024-12-14 07:30:00,10185.522
2024-12-14 07:40:00,11031.735
2024-12-14 07:50:00,11730.309000000001
2024-12-14 08:00:00,12507.583999999999
2024-12-14 08:10:00,13204.5
2024-12-14 08:20:00,13891.462
2024-12-14 08:30:00,14619.525
2024-12-14 08:40:00,15161.343333333332
2024-12-14 08:50:00,15708.303
2024-12-14 09:00:00,16301.63
2024-12-14 09:10:00,16824.73
2024-12-14 09:20:00,17309.675
2024-12-14 09:30:00,17761.811999999998
2024-12-14 09:40:00,18176.349
2024-12-14 09:50:00,18520.104
2024-12-14 10:00:00,18888.745000000003
2024-12-14 10:10:00,19211.120000000003
2024-12-14 10:20:00,19515.80111111111
2024-12-14 10:30:00,19743.805999999997
2024-12-14 10:40:00,19969.044
2024-12-14 10:50:00,20126.27
2024-12-14 11:00:00,20228.197999999997
2024-12-14 11:10:00,20282.756
2024-12-14 11:20:00,20339.896
2024-12-14 11:30:00,20355.195
2024-12-14 11:40:00,19006.157
2024-12-14 11:50:00,20412.151000000005
2024-12-14 12:00:00,18397.899999999998
2024-12-14 12:10:00,20077.362222222222
2024-12-14 12:20:00,16774.41
2024-12-14 12:30:00,17292.533000000003
2024-12-14 12:40:00,14199.459000000003
2024-12-14 12:50:00,13645.576000000001
2024-12-14 13:00:00,13096.672999999999
2024-12-14 13:10:00,8646.634999999998
2024-12-14 13:20:00,9124.208
2024-12-14 13:30:00,8078.192999999999
2024-12-14 13:40:00,5704.52
2024-12-14 13:50:00,5402.213333333334
2024-12-14 14:00:00,5380.116
2024-12-14 14:10:00,5618.687777777777
2024-12-14 14:20:00,5001.626666666667
2024-12-14 14:30:00,5249.8422222222225
2024-12-14 14:40:00,5396.521
2024-12-14 14:50:00,6985.912000000001
2024-12-14 15:00:00,12461.26
2024-12-14 15:10:00,11505.255000000001
2024-12-14 15:20:00,4781.997
2024-12-14 15:30:00,3573.228
2024-12-14 15:40:00,3177.309
2024-12-14 15:50:00,2733.6490000000003
2024-12-14 16:00:00,2487.582
2024-12-14 16:10:00,2288.148
2024-12-14 16:20:00,2064.9370000000004
2024-12-14 16:30:00,1808.4074999999998
2024-12-14 16:40:00,1503.1290000000001
2024-12-14 16:50:00,1141.6779999999999
2024-12-14 17:00:00,771.563
2024-12-14 17:10:00,497.11199999999997
2024-12-14 17:20:00,234.638
2024-12-14 17:30:00,66.35300000000001
2024-12-14 17:40:00,15.115
2024-12-14 17:50:00,7.925
2024-12-14 18:00:00,7.37
2024-12-14 18:10:00,7.37
2024-12-14 18:20:00,7.37
2024-12-14 18:30:00,7.37
2024-12-14 18:40:00,7.37
2024-12-14 18:50:00,7.37
2024-12-14 19:00:00,7.37
2024-12-14 19:10:00,7.37
2024-12-14 19:20:00,7.37
2024-12-14 19:30:00,7.37
2024-12-14 19:40:00,7.37
2024-12-14 19:50:00,7.37
2024-12-14 20:00:00,7.37
2024-12-14 20:10:00,7.37
2024-12-14 20:20:00,7.37
2024-12-14 20:30:00,7.37
2024-12-14 20:40:00,7.37
2024-12-14 20:50:00,7.37
2024-12-14 21:00:00,7.37
2024-12-14 21:10:00,7.37
2024-12-14 21:20:00,7.37
2024-12-14 21:30:00,7.37
2024-12-14 21:40:00,7.37
2024-12-14 21:50:00,7.37
2024-12-14 22:00:00,7.37
2024-12-14 22:10:00,7.37
2024-12-14 22:20:00,7.37
2024-12-14 22:30:00,7.37
2024-12-14 22:40:00,7.37
2024-12-14 22:50:00,7.37
2024-12-14 23:00:00,7.37
2024-12-14 23:10:00,7.37
2024-12-14 23:20:00,7.37
2024-12-14 23:30:00,7.37
2024-12-14 23:40:00,7.37
2024-12-14 23:50:00,7.37
2024-12-15 00:00:00,7.37
2024-12-15 00:10:00,7.37
2024-12-15 00:20:00,7.37
2024-12-15 00:30:00,7.37
2024-12-15 00:40:00,7.37
2024-12-15 00:50:00,7.37
2024-12-15 01:00:00,7.37
2024-12-15 01:10:00,7.37
2024-12-15 01:20:00,7.37
2024-12-15 01:30:00,7.37
2024-12-15 01:40:00,7.37
2024-12-15 01:50:00,7.37
2024-12-15 02:00:00,7.37
2024-12-15 02:10:00,7.37
2024-12-15 02:20:00,7.37
2024-12-15 02:30:00,7.37
2024-12-15 02:40:00,7.37
2024-12-15 02:50:00,7.37
2024-12-15 03:00:00,7.37
2024-12-15 03:10:00,7.37
2024-12-15 03:20:00,7.37
2024-12-15 03:30:00,7.37
2024-12-15 03:40:00,7.37
2024-12-15 03:50:00,7.37
2024-12-15 04:00:00,7.37
2024-12-15 04:10:00,7.37
2024-12-15 04:20:00,7.37
2024-12-15 04:30:00,7.37
2024-12-15 04:40:00,7.37
2024-12-15 04:50:00,7.37
2024-12-15 05:00:00,7.37
2024-12-15 05:10:00,7.37
2024-12-15 05:20:00,7.37
2024-12-15 05:30:00,10.507000000000001
2024-12-15 05:40:00,41.84
2024-12-15 05:50:00,165.888
2024-12-15 06:00:00,446.055
2024-12-15 06:10:00,764.744
2024-12-15 06:20:00,935.24
2024-12-15 06:30:00,1780.346
2024-12-15 06:40:00,2597.621
2024-12-15 06:50:00,2869.452222222222
2024-12-15 07:00:00,6044.406000000001
2024-12-15 07:10:00,9225.215999999999
2024-12-15 07:20:00,9900.010999999999
2024-12-15 07:30:00,10119.904999999999
2024-12-15 07:40:00,11034.131999999998
2024-12-15 07:50:00,11774.729000000003
2024-12-15 08:00:00,10129.304
2024-12-15 08:10:00,6793.851
2024-12-15 08:20:00,6961.767000000002
2024-12-15 08:30:00,8967.985555555555
2024-12-15 08:40:00,12367.318
2024-12-15 08:50:00,7817.38
2024-12-15 09:00:00,11919.053
2024-12-15 09:10:00,17023.425
2024-12-15 09:20:00,17405.89
2024-12-15 09:30:00,17802.733
2024-12-15 09:40:00,17577.677000000003
2024-12-15 09:50:00,18784.603
2024-12-15 10:00:00,13908.787999999997
2024-12-15 10:10:00,12967.73333333333
2024-12-15 10:20:00,19648.697999999997
2024-12-15 10:30:00,16597.833
2024-12-15 10:40:00,17272.072
2024-12-15 10:50:00,14563.122999999998
2024-12-15 11:00:00,10921.881
2024-12-15 11:10:00,10639.873
2024-12-15 11:20:00,13549.178999999998
2024-12-15 11:30:00,13200.631
2024-12-15 11:40:00,17810.657
2024-12-15 11:50:00,15809.126666666669
2024-12-15 12:00:00,18430.342000000004
2024-12-15 12:10:00,19940.659
2024-12-15 12:20:00,15240.313999999998
2024-12-15 12:30:00,18888.560000000005
2024-12-15 12:40:00,19667.127
2024-12-15 12:50:00,15756.41
2024-12-15 13:00:00,13879.663
2024-12-15 13:10:00,8029.717
2024-12-15 13:20:00,6648.608
2024-12-15 13:30:00,6797.906
2024-12-15 13:40:00,7052.902222222223
2024-12-15 13:50:00,7864.197
2024-12-15 14:00:00,8677.603000000001
2024-12-15 14:10:00,6519.768
2024-12-15 14:20:00,5706.915
2024-12-15 14:30:00,5085.021
2024-12-15 14:40:00,5331.64
2024-12-15 14:50:00,6056.755
2024-12-15 15:00:00,10128.016
2024-12-15 15:10:00,11094.405999999999
2024-12-15 15:20:00,4438.015555555556
2024-12-15 15:30:00,3378.4
2024-12-15 15:40:00,3198.69
2024-12-15 15:50:00,2854.011
2024-12-15 16:00:00,2913.7309999999998
2024-12-15 16:10:00,3669.443
2024-12-15 16:20:00,3022.1099999999997
2024-12-15 16:30:00,1893.702
2024-12-15 16:40:00,1322.495
2024-12-15 16:50:00,883.9970000000001
2024-12-15 17:00:00,614.811111111111
2024-12-15 17:10:00,403.65999999999997
2024-12-15 17:20:00,216.577
2024-12-15 17:30:00,69.67099999999999
2024-12-15 17:40:00,15.299000000000001
2024-12-15 17:50:00,8.110000000000001
2024-12-15 18:00:00,7.37
2024-12-15 18:10:00,7.37
2024-12-15 18:20:00,7.37
2024-12-15 18:30:00,7.37
2024-12-15 18:40:00,7.37
2024-12-15 18:50:00,7.37
2024-12-15 19:00:00,7.37
2024-12-15 19:10:00,7.37
2024-12-15 19:20:00,7.37
2024-12-15 19:30:00,7.37
2024-12-15 19:40:00,7.37
2024-12-15 19:50:00,7.37
2024-12-15 20:00:00,7.37
2024-12-15 20:10:00,7.37
2024-12-15 20:20:00,7.37
2024-12-15 20:30:00,7.37
2024-12-15 20:40:00,7.37
2024-12-15 20:50:00,7.37
2024-12-15 21:00:00,7.37
2024-12-15 21:10:00,7.37
2024-12-15 21:20:00,7.37
2024-12-15 21:30:00,7.37
2024-12-15 21:40:00,7.37
2024-12-15 21:50:00,7.37
2024-12-15 22:00:00,7.37
2024-12-15 22:10:00,7.37
2024-12-15 22:20:00,7.37
2024-12-15 22:30:00,7.37
2024-12-15 22:40:00,7.37
2024-12-15 22:50:00,7.37
2024-12-15 23:00:00,7.37
2024-12-15 23:10:00,7.37
2024-12-15 23:20:00,7.37
2024-12-15 23:30:00,7.37
2024-12-15 23:40:00,7.37
2024-12-15 23:50:00,7.37
2024-12-16 00:00:00,7.37
2024-12-16 00:10:00,7.37
2024-12-16 00:20:00,7.37
2024-12-16 00:30:00,7.37
2024-12-16 00:40:00,7.37
2024-12-16 00:50:00,7.37
2024-12-16 01:00:00,7.37
2024-12-16 01:10:00,7.37
2024-12-16 01:20:00,7.37
2024-12-16 01:30:00,7.37
2024-12-16 01:40:00,7.37
2024-12-16 01:50:00,7.37
2024-12-16 02:00:00,7.37
2024-12-16 02:10:00,7.37
2024-12-16 02:20:00,7.37
2024-12-16 02:30:00,7.37
2024-12-16 02:40:00,7.37
2024-12-16 02:50:00,7.37
2024-12-16 03:00:00,7.37
2024-12-16 03:10:00,7.37
2024-12-16 03:20:00,7.37
2024-12-16 03:30:00,7.37
2024-12-16 03:40:00,7.37
2024-12-16 03:50:00,7.37
2024-12-16 04:00:00,7.37
2024-12-16 04:10:00,7.37
2024-12-16 04:20:00,7.37
2024-12-16 04:30:00,7.37
2024-12-16 04:40:00,7.37
2024-12-16 04:50:00,7.37
2024-12-16 05:00:00,7.37
2024-12-16 05:10:00,7.37
2024-12-16 05:20:00,7.37
2024-12-16 05:30:00,10.139
2024-12-16 05:40:00,40.921
2024-12-16 05:50:00,178.05300000000003
2024-12-16 06:00:00,434.072
2024-12-16 06:10:00,737.2800000000002
2024-12-16 06:20:00,985.927
2024-12-16 06:30:00,1193.286
2024-12-16 06:40:00,1495.3880000000001
2024-12-16 06:50:00,3108.925
2024-12-16 07:00:00,7190.322999999999
2024-12-16 07:10:00,7789.548
2024-12-16 07:20:00,9060.064999999999
2024-12-16 07:30:00,9936.692
2024-12-16 07:40:00,10618.266666666666
2024-12-16 07:50:00,10694.614
2024-12-16 08:00:00,11161.312999999998
2024-12-16 08:10:00,11317.802
2024-12-16 08:20:00,13714.145
2024-12-16 08:30:00,14223.419999999998
2024-12-16 08:40:00,15015.259999999998
2024-12-16 08:50:00,15655.955000000002
2024-12-16 09:00:00,15687.107000000004
2024-12-16 09:10:00,15702.035999999998
2024-12-16 09:20:00,14570.126999999999
2024-12-16 09:30:00,16764.928888888888
2024-12-16 09:40:00,18193.857
2024-12-16 09:50:00,18333.388
2024-12-16 10:00:00,18640.649999999994
2024-12-16 10:10:00,19023.666999999998
2024-12-16 10:20:00,19333.324
2024-12-16 10:30:00,19565.015
2024-12-16 10:40:00,19779.994444444448
2024-12-16 10:50:00,19955.034999999996
2024-12-16 11:00:00,20077.424
2024-12-16 11:10:00,20164.976000000002
2024-12-16 11:20:00,20168.109
2024-12-16 11:30:00,20178.063000000002
2024-12-16 11:40:00,20114.22666666667
2024-12-16 11:50:00,20054.752
2024-12-16 12:00:00,19966.829999999998
2024-12-16 12:10:00,19859.7875
2024-12-16 12:20:00,19783.62
2024-12-16 12:30:00,19641.344444444447
2024-12-16 12:40:00,19437.281
2024-12-16 12:50:00,14534.554000000004
2024-12-16 13:00:00,11447.011
2024-12-16 13:10:00,6171.955000000001
2024-12-16 13:20:00,6002.5650000000005
2024-12-16 13:30:00,6134.169
2024-12-16 13:40:00,5970.307999999999
2024-12-16 13:50:00,5660.7300000000005
2024-12-16 15:10:00,6155.764285714286
2024-12-16 15:20:00,6046.066
2024-12-16 15:30:00,6028.697777777777
2024-12-16 15:40:00,5649.5909999999985
2024-12-16 15:50:00,3797.5449999999996
2024-12-16 16:00:00,4290.151111111111
2024-12-16 16:10:00,4319.906999999999
2024-12-16 16:20:00,2725.725
2024-12-16 16:30:00,1810.575
2024-12-16 16:40:00,1112.1879999999999
2024-12-16 16:50:00,74.27999999999997
2024-12-16 17:00:00,34.652
2024-12-16 17:10:00,9.833333333333334
2024-12-16 17:20:00,7.37
2024-12-16 17:30:00,7.37
2024-12-16 18:40:00,18.43
2024-12-16 18:50:00,6.267
2024-12-16 19:00:00,0
2024-12-16 19:10:00,22.938888888888886
2024-12-16 19:20:00,58.986000000000004
2024-12-16 19:30:00,18.249000000000002
2024-12-16 19:40:00,0
2024-12-16 19:50:00,0
2024-12-16 20:00:00,0
2024-12-16 20:10:00,0
2024-12-16 20:20:00,0
2024-12-16 20:30:00,0
2024-12-16 20:40:00,0
2024-12-16 20:50:00,0
2024-12-16 21:00:00,0
2024-12-16 21:10:00,0
2024-12-16 21:20:00,0
2024-12-16 21:30:00,0
2024-12-16 21:40:00,0
2024-12-16 21:50:00,0
2024-12-16 22:00:00,0
2024-12-16 22:10:00,0
2024-12-16 22:20:00,0
2024-12-16 22:30:00,0
2024-12-16 22:40:00,0
2024-12-16 22:50:00,0
2024-12-16 23:00:00,0
2024-12-16 23:10:00,0
2024-12-16 23:20:00,0
2024-12-16 23:30:00,0
2024-12-16 23:40:00,0
2024-12-16 23:50:00,0
2024-12-17 00:00:00,0
2024-12-17 00:10:00,0
2024-12-17 00:20:00,0
2024-12-17 00:30:00,0
2024-12-17 00:40:00,0
2024-12-17 00:50:00,0
2024-12-17 01:00:00,0
2024-12-17 01:10:00,0
2024-12-17 01:20:00,0
2024-12-17 01:30:00,0
2024-12-17 01:40:00,0
2024-12-17 01:50:00,0
2024-12-17 02:00:00,0
2024-12-17 02:10:00,0
2024-12-17 02:20:00,0
2024-12-17 02:30:00,0
2024-12-17 02:40:00,0
2024-12-17 02:50:00,0
2024-12-17 03:00:00,0
2024-12-17 03:10:00,0
2024-12-17 03:20:00,0
2024-12-17 03:30:00,0
2024-12-17 03:40:00,0
2024-12-17 03:50:00,0
2024-12-17 04:00:00,0
2024-12-17 04:10:00,0
2024-12-17 04:20:00,0
2024-12-17 04:30:00,0
2024-12-17 04:40:00,0
2024-12-17 04:50:00,0
2024-12-17 05:00:00,0
2024-12-17 05:10:00,0
2024-12-17 05:20:00,0
2024-12-17 05:30:00,0
2024-12-17 05:40:00,0
2024-12-17 05:50:00,0
2024-12-17 06:00:00,0.184
2024-12-17 06:10:00,1.8400000000000003
2024-12-17 06:20:00,3.484444444444445
2024-12-17 06:30:00,4.978000000000001
2024-12-17 06:40:00,5.53
2024-12-17 06:50:00,5.53
2024-12-17 07:00:00,6.45
2024-12-17 07:10:00,7.37
2024-12-17 07:20:00,8.295
2024-12-17 07:30:00,8.85
2024-12-17 07:40:00,9.955000000000002
2024-12-17 07:50:00,13.641
2024-12-17 08:00:00,19.456666666666667
2024-12-17 08:10:00,18.249000000000002
2024-12-17 08:20:00,16.222
2024-12-17 08:30:00,18.986
2024-12-17 08:40:00,23.776000000000003
2024-12-17 08:50:00,17.512
2024-12-17 09:00:00,15.77222222222222
2024-12-17 09:10:00,18.067
2024-12-17 09:20:00,19.907000000000004
2024-12-17 09:30:00,26.725
2024-12-17 09:40:00,20.888888888888893
2024-12-17 09:50:00,20.459000000000003
2024-12-17 10:00:00,21.565
2024-12-17 10:10:00,21.012000000000004
2024-12-17 10:20:00,44.606
2024-12-17 10:30:00,90.133
2024-12-17 10:40:00,85.34099999999998
2024-12-17 10:50:00,88.289
2024-12-17 11:00:00,107.46
2024-12-17 11:10:00,64.32799999999999
2024-12-17 11:20:00,25.19
2024-12-17 11:30:00,22.856
2024-12-17 11:40:00,23.776000000000003
2024-12-17 11:50:00,22.304000000000002
2024-12-17 12:00:00,26.725
2024-12-17 12:10:00,32.995000000000005
2024-12-17 12:20:00,32.255
2024-12-17 12:30:00,28.935000000000002
2024-12-17 12:40:00,25.250000000000007
2024-12-17 12:50:00,27.648000000000003
2024-12-17 13:00:00,25.59666666666667
2024-12-17 13:10:00,24.696000000000005
2024-12-17 13:20:00,25.986
2024-12-17 13:30:00,25.435000000000006
2024-12-17 13:40:00,27.465000000000003
2024-12-17 13:50:00,23.960000000000004
2024-12-17 14:00:00,20.829
2024-12-17 14:10:00,15.854000000000003
2024-12-17 14:20:00,15.772222222222224
2024-12-17 14:30:00,17.694000000000003
2024-12-17 14:40:00,16.59
2024-12-17 14:50:00,13.64
2024-12-17 15:00:00,12.716000000000003
2024-12-17 15:10:00,12.900000000000002
2024-12-17 15:20:00,11.612000000000002
2024-12-17 15:30:00,12.532000000000002
2024-12-17 15:40:00,12.900000000000002
2024-12-17 15:50:00,11.428
2024-12-17 16:00:00,10.692000000000002
2024-12-17 16:10:00,11.06
2024-12-17 16:20:00,10.037777777777778
2024-12-17 16:30:00,6.634
2024-12-17 16:40:00,4.978
2024-12-17 16:50:00,2.7649999999999997
2024-12-17 17:00:00,1.472
2024-12-17 17:10:00,0
2024-12-17 17:20:00,0
2024-12-17 17:30:00,0
2024-12-17 17:40:00,0
2024-12-17 17:50:00,0
2024-12-17 18:00:00,0
2024-12-17 18:10:00,0
2024-12-17 18:20:00,0
2024-12-17 18:30:00,0
2024-12-17 18:40:00,0
2024-12-17 18:50:00,0
2024-12-17 19:00:00,0
2024-12-17 19:10:00,0
2024-12-17 19:20:00,0
2024-12-17 19:30:00,0
2024-12-17 19:40:00,0
2024-12-17 19:50:00,0
2024-12-17 20:00:00,0
2024-12-17 20:10:00,0
2024-12-17 20:20:00,0
2024-12-17 20:30:00,0
2024-12-17 20:40:00,0
2024-12-17 20:50:00,0
2024-12-17 21:00:00,0
2024-12-17 21:10:00,0
2024-12-17 21:20:00,0
2024-12-17 21:30:00,0
2024-12-17 21:40:00,0
2024-12-17 21:50:00,0
2024-12-17 22:00:00,0
2024-12-17 22:10:00,0
2024-12-17 22:20:00,0
2024-12-17 22:30:00,0
2024-12-17 22:40:00,0
2024-12-17 22:50:00,0
2024-12-17 23:00:00,0
2024-12-17 23:10:00,0
2024-12-17 23:20:00,0
2024-12-17 23:30:00,0
2024-12-17 23:40:00,0
2024-12-17 23:50:00,0
2024-12-18 00:00:00,0
2024-12-18 00:10:00,0
2024-12-18 00:20:00,0
2024-12-18 00:30:00,0
2024-12-18 00:40:00,0
2024-12-18 00:50:00,0
2024-12-18 01:00:00,0
2024-12-18 01:10:00,0
2024-12-18 01:20:00,0
2024-12-18 01:30:00,0
2024-12-18 01:40:00,0
2024-12-18 01:50:00,0
2024-12-18 02:00:00,0
2024-12-18 02:10:00,0
2024-12-18 02:20:00,0
2024-12-18 02:30:00,0
2024-12-18 02:40:00,0
2024-12-18 02:50:00,0
2024-12-18 03:00:00,0
2024-12-18 03:10:00,0
2024-12-18 03:20:00,0
2024-12-18 03:30:00,0
2024-12-18 03:40:00,0
2024-12-18 03:50:00,0
2024-12-18 04:00:00,0
2024-12-18 04:10:00,0
2024-12-18 04:20:00,0
2024-12-18 04:30:00,0
2024-12-18 04:40:00,0
2024-12-18 04:50:00,0
2024-12-18 05:00:00,0
